,molecule_chembl_id,IC50,units,smiles,pIC50
7802,CHEMBL357161,1800.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC1CCCC(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)C1,5.7447274948966935
7803,CHEMBL3604931,1800.0,nM,C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,5.7447274948966935
7804,CHEMBL3425660,1800.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(C#N)cc3)c2)n1,5.7447274948966935
7805,CHEMBL5988212,1800.0,nM,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC#Cc2cccc3c2C(=O)N(C(C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)C(C)(C)C)cc1,5.7447274948966935
7806,CHEMBL3425658,1800.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1,5.7447274948966935
7807,CHEMBL2047021,1800.0,nM,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(Cl)c2)c1)NO,5.7447274948966935
7808,CHEMBL394463,1800.0,nM,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccnc4)c3)c12,5.7447274948966935
7809,CHEMBL76929,1800.0,nM,COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,5.7447274948966935
7810,CHEMBL5753614,1800.0,nM,O=C1CCC(N2C(=O)c3ccc(N4CCC(CN5CCC(OCCCc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,5.7447274948966935
7811,CHEMBL197525,1800.0,nM,COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,5.7447274948966935
7812,CHEMBL55379,1800.0,nM,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,5.7447274948966935
7813,CHEMBL4645726,1800.0,nM,N#CC1=C(N)N(c2nnc3c4ccccc4nc(Sc4ccc(Br)cc4)n23)C(=O)C1,5.7447274948966935
7814,CHEMBL545006,1800.0,nM,Cl.O=C(CCN1CCCCC1)c1ccc(OCc2ccccc2)cc1,5.7447274948966935
7815,CHEMBL5408234,1800.0,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N(C)C)cc3)nc3ccc(Cl)cc23)c1,5.7447274948966935
7816,CHEMBL3604928,1800.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,5.7447274948966935
7817,CHEMBL4216784,1800.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N)n1,5.7447274948966935
7818,CHEMBL5758432,1800.0,nM,COc1cc(N2CCNCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2NS(N)(=O)=O)n1,5.7447274948966935
7819,CHEMBL5890920,1801.0,nM,COc1cc(OC2CCN(C)CC2(F)F)c2c(Nc3ccc(Oc4ccn5ccnc5c4)c(C)c3)ncnc2c1,5.744486287180466
7820,CHEMBL5785311,1817.0,nM,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4[nH]c(C(F)(F)F)nc34)cc12,5.740645072691965
7821,CHEMBL4204596,1820.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1,5.739928612014925
7822,CHEMBL1643976,1820.0,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,5.739928612014925
7823,CHEMBL3092297,1824.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)CC1,5.738975166007602
7824,CHEMBL5200783,1833.8,nM,COCC(=O)NC/C=C/c1ccc2ncc(C#N)c(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2c1,5.7366480316064346
7825,CHEMBL1821864,1840.0,nM,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1C,5.735182176990463
7826,CHEMBL590526,1860.0,nM,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Cl)cc(Cl)c1O,5.730487055782083
7827,CHEMBL3416590,1860.0,nM,COc1ccccc1-c1cc2c(N[C@@H](C)c3ccccc3)ncnc2s1,5.730487055782083
7828,CHEMBL1928886,1870.0,nM,Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.7281583934635005
7829,CHEMBL5204446,1874.3,nM,COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccccc1N3,5.727160894815874
7830,CHEMBL4778717,1885.0,nM,O=S(=O)(Nc1ccccn1)c1ccc(NC(=S)Nc2ccc3c(c2)OCO3)cc1,5.724688645458189
7831,CHEMBL4780210,1887.2,nM,Cc1ccc(C2=N/C(=C\c3ccc(Cl)cc3)C(=O)NN2C(=O)c2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1,5.724182072122461
7832,CHEMBL86754,1889.0,nM,Oc1c(I)cc(I)c2cccnc12,5.7237680420781665
7833,CHEMBL3088221,1890.0,nM,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1N)c1ccc(Br)cc1,5.723538195826755
7834,CHEMBL3092299,1891.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCCC(F)(F)C1,5.72330847115496
7835,CHEMBL1232944,1900.0,nM,C=CC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,5.721246399047171
7836,CHEMBL4081727,1900.0,nM,COc1cc(Br)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,5.721246399047171
7837,CHEMBL75049,1900.0,nM,Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C,5.721246399047171
7838,CHEMBL3604924,1900.0,nM,CCC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,5.721246399047171
7839,CHEMBL3604926,1900.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccccc3[N+](=O)[O-])n2)n[nH]1,5.721246399047171
7840,CHEMBL338448,1900.0,nM,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.721246399047171
7841,CHEMBL3604925,1900.0,nM,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,5.721246399047171
7842,CHEMBL2316158,1900.0,nM,COc1cc(/C=C2\CCC/C(=C\c3ccc(S(C)(=O)=O)cc3)C2=O)cc(OC)c1,5.721246399047171
7843,CHEMBL491686,1900.0,nM,Cc1cc(Nc2ccnc(Nc3cccc(-c4nc5ccccc5s4)c3)n2)n[nH]1,5.721246399047171
7844,CHEMBL306029,1900.0,nM,Cc1[nH]c2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1C,5.721246399047171
7845,CHEMBL5893933,1900.0,nM,O=C1CCC(N2C(=O)c3ccc(N4CCN(CCCC#Cc5cccc6c5C(=O)N(C(C(=O)Nc5nccs5)c5cc(F)ccc5O)C6)CC4)cc3C2=O)C(=O)N1,5.721246399047171
7846,CHEMBL5281118,1900.0,nM,COc1cc(/C=C2\CCc3ccc([N+](=O)[O-])cc3\C2=N\O)c(Br)c(OC)c1OC,5.721246399047171
7847,CHEMBL4241867,1900.0,nM,O=C(N/N=C1\CC2(CCCC2)Oc2ccccc21)Nc1ccc(Cl)cc1,5.721246399047171
7848,CHEMBL5982869,1900.0,nM,COc1cc(C2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,5.721246399047171
7849,CHEMBL5903840,1904.0,nM,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc3c(c2)OCCOCCOCCO3)nc2[nH]cnc12,5.720333055951544
7850,CHEMBL3263969,1907.0,nM,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccco5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,5.719649306953994
7851,CHEMBL5784215,1908.0,nM,C=CC(=O)N1CC(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)CNC3=O)C1,5.719421629631924
7852,CHEMBL424252,1910.0,nM,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,5.718966632752272
7853,CHEMBL3216254,1910.0,nM,CN(C)c1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl.Cl,5.718966632752272
7854,CHEMBL1094194,1920.0,nM,CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,5.71669877129645
7855,CHEMBL3234741,1920.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cncnc1,5.71669877129645
7856,CHEMBL1821867,1920.0,nM,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1C,5.71669877129645
7857,CHEMBL1812374,1929.0,nM,Cc1ccc(-c2nc3cc(NC(=O)CCl)ccc3[nH]2)cc1,5.7146677723561154
7858,CHEMBL4289083,1931.0,nM,COc1ccc(-c2c(C#N)c(N)n(/N=C3\C(=O)Nc4ccc(S(=O)(=O)N5CCOCC5)cc43)c(=O)c2C#N)cc1,5.714217726220605
7859,CHEMBL4294264,1935.0,nM,COc1cc2ncnc(Nc3ccc(-c4cc(-c5ccc(Br)cc5)c(C#N)c(=N)[nH]4)cc3)c2cc1OC,5.71331903064507
7860,CHEMBL589823,1940.0,nM,O=C1CSC(N/N=C/c2ccc(Cl)cc2)=N1,5.7121982700697735
7861,CHEMBL326318,1950.0,nM,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,5.709965388637482
7862,CHEMBL3671567,1954.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C1CCCN1,5.709075440617246
7863,CHEMBL5427045,1963.0,nM,Cn1cc(-c2ccnc(Nc3cc(Cl)c4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,5.707079700399994
7864,CHEMBL4869634,1970.0,nM,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,5.7055337738384075
7865,CHEMBL4448494,1970.0,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,5.7055337738384075
7866,CHEMBL4543893,1975.0,nM,C=CC(=O)N1CCC[C@H]1COc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)nc2[nH]cc(-c3cncc(NC)n3)c12,5.704432900037521
7867,CHEMBL4218320,1980.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCOCc2ccccc2)n1,5.703334809738469
7868,CHEMBL592426,1980.0,nM,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Cl)c1O,5.703334809738469
7869,CHEMBL5286702,1999.0,nM,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c(Br)c(OC)c4)nn32)CC1,5.699187205881882
7870,CHEMBL8095,2000.0,nM,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,5.698970004336019
7871,CHEMBL3114107,2000.0,nM,CC(C)=NNc1nc(-c2ccc(Cl)cc2)cs1,5.698970004336019
7872,CHEMBL121405,2000.0,nM,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,5.698970004336019
7873,CHEMBL3353403,2000.0,nM,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,5.698970004336019
7874,CHEMBL3133907,2000.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3CC)c2c1,5.698970004336019
7875,CHEMBL5281589,2000.0,nM,COc1ccc(/C=C2\CCc3ccc([N+](=O)[O-])cc3\C2=N\O)c(Cl)c1OC,5.698970004336019
7876,CHEMBL2316157,2000.0,nM,COc1cc(/C=C2\CCC/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc(OC)c1,5.698970004336019
7877,CHEMBL3604936,2000.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/C(F)(F)F)cc3)n2)n[nH]1,5.698970004336019
7878,CHEMBL206280,2000.0,nM,Fc1ccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)cc1Cl,5.698970004336019
7879,CHEMBL93544,2000.0,nM,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],5.698970004336019
7880,CHEMBL206320,2000.0,nM,Fc1ccc2c(c1)CNc1c(Nc3cccc(-c4ccccc4)c3)ncnc1O2,5.698970004336019
7881,CHEMBL257478,2000.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)CCO)c34)cc2C)cn1,5.698970004336019
7882,CHEMBL4297674,2000.0,nM,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,5.698970004336019
7883,CHEMBL3353411,2000.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.698970004336019
7884,CHEMBL3425673,2000.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCC3CC3)c2)n1,5.698970004336019
7885,CHEMBL3353407,2000.0,nM,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.698970004336019
7886,CHEMBL3604933,2000.0,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc[nH]n3)cc(N3CCN(C)CC3)n2)c1,5.698970004336019
7887,CHEMBL490774,2000.0,nM,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.698970004336019
7888,CHEMBL510730,2000.0,nM,O=C1NCCc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,5.698970004336019
7889,CHEMBL2437476,2000.0,nM,C=CC(=O)Nc1cccc(Nc2ncc3ncc(=O)n(-c4ccc(OC)cc4)c3n2)c1,5.698970004336019
7890,CHEMBL204335,2000.0,nM,COc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.698970004336019
7891,CHEMBL464210,2000.0,nM,CNC(=O)c1cc(Nc2ccc(-c3nc4ccccc4s3)cc2)ccn1,5.698970004336019
7892,CHEMBL2385978,2000.0,nM,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.698970004336019
7893,CHEMBL1958213,2009.9999999999998,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,5.696803942579511
7894,CHEMBL1241770,2009.9999999999998,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,5.696803942579511
7895,CHEMBL1958209,2029.9999999999998,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,5.692503962086787
7896,CHEMBL3814021,2029.9999999999998,nM,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.692503962086787
7897,CHEMBL51320,2030.0,nM,c1ccc(CNc2ncnc3cnccc23)cc1,5.692503962086787
7898,CHEMBL441518,2043.6,nM,CN(C)C/C=C/C(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.689604105989774
7899,CHEMBL2325107,2060.0,nM,Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,5.686132779630847
7900,CHEMBL5589706,2068.0,nM,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)NCCc4csc(Br)c4)cc3F)ncnc2cc1OC,5.684449465578095
7901,CHEMBL1095957,2070.0,nM,Cl.NCCc1c[nH]c2ccc(OCCc3ccc(O)cc3)cc12,5.684029654543082
7902,CHEMBL3092306,2077.0,nM,CN(C)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,5.682563503464901
7903,CHEMBL3416617,2079.0,nM,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccn1,5.682145510668531
7904,CHEMBL1945447,2080.0,nM,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(Br)c1,5.681936665037238
7905,CHEMBL1830261,2080.0,nM,NC(=S)N/N=C(/C=C/c1cccc(F)c1)c1ccccc1,5.681936665037238
7906,CHEMBL3237944,2090.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccccc2)c1Cl,5.679853713888946
7907,CHEMBL1990583,2090.0,nM,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,5.679853713888946
7908,CHEMBL5823873,2100.0,nM,O=C1CCC(N2C(=O)c3ccc(OCCN4CCN(CCCC#Cc5cccc6c5C(=O)N(C(C(=O)Nc5nccs5)c5cc(F)ccc5O)C6)CC4)cc3C2=O)C(=O)N1,5.6777807052660805
7909,CHEMBL168656,2100.0,nM,COc1cccc(-c2cn(C3CCN(C(=O)OC(C)(C)C)C3)c3ncnc(N)c23)c1,5.6777807052660805
7910,CHEMBL538507,2100.0,nM,Cc1ccc(SCC(CN(C)C)C(=O)c2ccc(OCc3ccccc3)cc2)cc1C.Cl,5.6777807052660805
7911,CHEMBL1241681,2100.0,nM,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,5.6777807052660805
7912,CHEMBL56542,2100.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,5.6777807052660805
7913,CHEMBL245800,2100.0,nM,N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,5.6777807052660805
7914,CHEMBL3604930,2100.0,nM,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(N)cc3)n2)n[nH]1,5.6777807052660805
7915,CHEMBL144778,2100.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCC[C@@H]1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,5.6777807052660805
7916,CHEMBL194337,2100.0,nM,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c23)CC1,5.6777807052660805
7917,CHEMBL307599,2100.0,nM,Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,5.6777807052660805
7918,CHEMBL2316143,2100.0,nM,COc1cc(/C=C2\CCC/C(=C\c3ccccc3F)C2=O)cc(OC)c1,5.6777807052660805
7919,CHEMBL5854281,2100.0,nM,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(OCCOCCOCCOCCOCC#Cc2cccc3c2C(=O)N([C@@H](C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)c1,5.6777807052660805
7920,CHEMBL4545086,2100.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCN(C)C,5.6777807052660805
7921,CHEMBL5278115,2100.0,nM,COc1ccc2c(c1)CCC(=C\c1cc(OC)c(OC)c(OC)c1Br)/C2=N\O,5.6777807052660805
7922,CHEMBL5995787,2100.0,nM,CC(C)n1c(COCCN2CCN(c3ccc(OCCCN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)CC2)nc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,5.6777807052660805
7923,CHEMBL3358006,2100.0,nM,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,5.6777807052660805
7924,CHEMBL3604910,2100.0,nM,CCC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,5.6777807052660805
7925,CHEMBL5559069,2100.0,nM,C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4cn(C5CC5)cn4)c3)n2)C1,5.6777807052660805
7926,CHEMBL6027785,2110.0,nM,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4ccc(Cl)cc4)nc3)n2)C1,5.675717544702307
7927,CHEMBL544640,2110.0,nM,Cl.c1ccc(Nc2[nH]cnc3c4ccccc4nc2-3)cc1,5.675717544702307
7928,CHEMBL1242848,2120.0,nM,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,5.673664139071249
7929,CHEMBL2442324,2120.0,nM,COc1cc(OC)c2c(=O)n(-c3cccc(C(=O)N4CCCCC4)c3)ccc2c1,5.673664139071249
7930,CHEMBL605337,2140.0,nM,CCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.669586226650809
7931,CHEMBL3134612,2145.0,nM,COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC,5.668572703479256
7932,CHEMBL5561933,2146.0,nM,C=CC(=O)N1CC2(n3nc(-c4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c4c(C)ncnc43)CC1C2,5.668370282370068
7933,CHEMBL3233794,2159.0,nM,O=C(/C=C/CN1CC2(CCOCC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.665747357665769
7934,CHEMBL4578764,2160.0,nM,Cc1ccc(C2=NN(c3ccccc3)C(c3ccc(OC4CCCC4)cc3)C2)cc1,5.665546248849069
7935,CHEMBL5633661,2160.0,nM,O=S(=O)(Nc1ccc(Nc2ncnc3[nH]ccc23)cc1)c1ccccc1,5.665546248849069
7936,CHEMBL3092319,2165.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CC(F)C1,5.664542099310616
7937,CHEMBL1828864,2170.0,nM,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Br)cc1,5.66354026615147
7938,CHEMBL1830278,2170.0,nM,NC(=S)N/N=C(/C=C/c1ccc(F)cc1)c1ccc(Br)cc1,5.66354026615147
7939,CHEMBL1173457,2170.0,nM,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Br)cc3)C2)cc1C,5.66354026615147
7940,CHEMBL5969574,2180.0,nM,NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3F)cc2)nn(C2CCCN(C(=O)/C=C/CF)C2)c1N,5.661543506395395
7941,CHEMBL589822,2180.0,nM,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,5.661543506395395
7942,CHEMBL4556666,2180.0,nM,NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3F)cc2)nn([C@@H]2CCCN(C(=O)/C=C/CF)C2)c1N,5.661543506395395
7943,CHEMBL1200679,2188.4,nM,[Cl-].[Cl-].[Zn+2],5.659873293894568
7944,CHEMBL1242114,2190.0,nM,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,5.6595558851598815
7945,CHEMBL593293,2200.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3O)c2cc1OC,5.657577319177793
7946,CHEMBL3813746,2200.0,nM,C=CC(=O)NCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,5.657577319177793
7947,CHEMBL225930,2200.0,nM,ClCCN(CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1ccc(Cl)cc1,5.657577319177793
7948,CHEMBL485321,2200.0,nM,COc1ccc(CCc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)cc1,5.657577319177793
7949,CHEMBL343887,2200.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,5.657577319177793
7950,CHEMBL4437721,2200.0,nM,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cc3)cc2)nn([C@@H]2CCCN(C(=O)/C=C/CO)C2)c1N,5.657577319177793
7951,CHEMBL279138,2200.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,5.657577319177793
7952,CHEMBL3133901,2200.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3c(F)cccc3Br)c2c1,5.657577319177793
7953,CHEMBL168921,2200.0,nM,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,5.657577319177793
7954,CHEMBL2316141,2200.0,nM,COc1cc(/C=C2\CCC/C(=C\c3cccc(Cl)c3)C2=O)cc(OC)c1,5.657577319177793
7955,CHEMBL3133902,2200.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3C)c2c1,5.657577319177793
7956,CHEMBL5804483,2200.0,nM,O=C1CCC(N2C(=O)c3ccc(OCCOCCOCC#Cc4cccc5c4C(=O)N([C@@H](C(=O)Nc4nccs4)c4cc(F)ccc4O)C5)cc3C2=O)C(=O)N1,5.657577319177793
7957,CHEMBL360209,2200.0,nM,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,5.657577319177793
7958,CHEMBL473351,2200.0,nM,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)c2cc1OC,5.657577319177793
7959,CHEMBL3425667,2200.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CCCC3)c2)n1,5.657577319177793
7960,CHEMBL4462395,2200.0,nM,COc1cc(N(C)c2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,5.657577319177793
7961,CHEMBL605413,2200.0,nM,CCCC(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.657577319177793
7962,CHEMBL5886252,2200.0,nM,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cc3)cc2)nn(C2CCCN(C(=O)/C=C/CO)C2)c1N,5.657577319177793
7963,CHEMBL1641995,2200.0,nM,N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)[C@@H]3CCC(=O)N3)ccc12,5.657577319177793
